monstres_tues,duree_quete_jours,prime_pieces_or
44.0,5.358460781510095,4245
24.0,2.7048067755192213,1169
13.0,4.5671078435499535,419
11.0,5.895419852705948,401
15.0,6.053510052974816,785
10.0,7.257279257838949,644
42.0,2.6019670139734923,3815
41.0,7.087752386045153,3415
3.0,6.381274525090707,250
16.0,7.597295243305712,798
44.0,2.4839822226938577,3573
17.0,11.406586001680928,-122
25.0,3.035505130165593,735
30.0,3.726489974185244,1738
47.0,3.603995453262167,4494
35.0,6.240775482526034,2145
37.0,5.528673841972932,2851
13.0,4.49927310005123,379
24.0,8.021207460272525,993
38.0,6.590814802963839,3104
26.0,4.010069182353187,935
9.0,2.8896092583730346,209
19.0,7.223123632117794,1193
28.0,3.1111683666646197,1509
7.0,6.283911905190387,332
45.0,1.0,4271
22.0,4.924975939473628,862
30.0,8.077756924198276,1393
37.0,5.983447742821991,2559
16.0,8.331281927926627,610
36.0,3.992143749112078,2910
5.0,5.523777641905,-431
29.0,4.651415978391836,1446
23.0,5.099492763035468,1068
6.0,3.1584040917885523,-177
36.0,5.078037000820063,3027
33.0,4.484749886525297,2138
49.0,4.017781857023719,4885
41.0,3.894959791295536,3113
16.0,4.213867910259101,730
34.0,6.9180321403112535,2040
43.0,5.394160628267203,3835
26.0,4.531692661646662,1834
37.0,5.932652579070449,2989
13.0,5.817973614473849,399
17.0,4.64856816375702,345
32.0,2.6508194320645657,1835
32.0,1.0,2181
28.0,8.492942053440542,1615
29.0,4.703734617488037,1957
25.0,3.265809975696347,1239
47.0,3.4012571197916888,4580
22.0,6.824880990696534,1002
27.0,9.10343171275164,1657
44.0,7.003023379463325,3784
38.0,3.3292447182315623,2451
20.0,8.368859526246164,1103
45.0,8.657454162096123,4013
24.0,1.0352894821094587,1560
47.0,8.332513987585601,4454
47.0,3.186449269135127,4429
8.0,5.572514883357391,531
14.0,8.618995467997278,201
39.0,3.212975549765183,2913
14.0,6.576453980705028,527
5.0,6.873671410151408,-201
47.0,5.793320030744163,4959
21.0,2.6858200947158646,789
15.0,5.379050424972296,396
36.0,3.3823680706820425,3002
33.0,6.440391192903663,2200
17.0,7.696182719904138,334
20.0,7.986326007584616,1096
1.0,7.435963431167537,265
16.0,1.3370321471552282,178
45.0,2.3900805036999984,3843
18.0,2.1356642212388675,352
10.0,4.453788761834613,-908
23.0,6.800655642449746,1695
18.0,4.794518541462212,228
49.0,3.867172178871621,4556
9.0,1.5607239991552664,311
46.0,7.472090428588386,4338
30.0,6.350766418034555,2001
13.0,5.863152583699711,427
31.0,3.738054325173019,2382
46.0,5.797598318472938,4061
43.0,3.838967988185495,4227
13.0,4.882583975794391,219
32.0,6.6619364553038345,1672
17.0,2.6151208468651337,464
3.0,5.258910536595185,174
1.0,7.656104366434357,386
5.0,8.912447711613272,260
32.0,2.617489278851932,1693
25.0,5.346250505728125,993
45.0,3.8029258096637015,3882
5.0,7.835627765006809,133
37.0,2.761279098414658,3047
23.0,6.376908516119872,1108
12.0,1.0,-201
34.0,6.13270399128285,2722
23.0,6.815386906281941,872
16.0,3.806475241160977,895
49.0,1.0,4702
5.0,7.085451188876908,-7
44.0,1.1484646772100926,3977
47.0,1.180600094990044,4690
28.0,5.896885100568675,2225
6.0,6.696614376364835,-45
13.0,5.277416421565269,291
43.0,1.283610155740892,3430
30.0,1.314865141609336,1551
26.0,4.774640513828443,1294
17.0,7.995044197090628,882
9.0,7.740855480108278,-4
16.0,5.158372653322294,811
49.0,4.193064327330621,4690
18.0,1.1038947429796098,981
13.0,4.16054695302635,-400
29.0,3.2731443758901557,1494
43.0,7.445601745462385,4007
45.0,5.039800199926299,4191
24.0,3.932703166692689,1116
45.0,4.464533894968709,4145
44.0,4.789352924560441,4012
46.0,5.851614463094674,4224
13.0,8.024001607634538,253
25.0,3.008252345532739,1528
41.0,1.385066467160747,3625
46.0,2.747710442805998,4548
1.0,4.477304044015219,638
9.0,4.019151520223992,259
4.0,2.68363182294209,671
28.0,10.326902789971438,2057
,7.221835005111489,0
24.0,3.413477029763886,1301
46.0,4.961095815405431,4535
9.0,6.644906680232851,677
35.0,6.144084949606872,2133
38.0,5.432220535076038,2883
35.0,3.234295174492702,2538
33.0,6.370264622456605,2545
35.0,6.216134167745185,2673
46.0,5.071146346903005,4515
20.0,4.047968181770878,957
2.0,5.03870963071701,96
44.0,4.968814873833112,3399
26.0,1.0,1226
42.0,2.991592082403724,3797
13.0,3.8162976166270735,350
30.0,3.857552072993504,1358
32.0,2.362226214468589,1902
36.0,1.8500609082131516,3199
19.0,4.987288821952138,285
22.0,6.866843577264105,294
1.0,3.4169293175533504,345
11.0,6.458780798818028,209
26.0,4.4607903430217455,1528
48.0,7.172370401709144,4878
19.0,5.629340789493726,336
19.0,4.213129426675149,994
12.0,9.862192409972543,-335
3.0,4.125253539996076,122
18.0,5.280068966424282,893
49.0,6.613214984554588,4851
5.0,3.3102679187863355,-337
48.0,2.484857201398725,4608
24.0,5.606043337264888,1643
14.0,5.690287176926235,560
38.0,3.8168400815920966,2711
3.0,5.764064371976074,15
6.0,6.23096275663453,364
12.0,3.146395379949486,761
11.0,6.929935109602292,-284
39.0,2.9733485157729764,3387
26.0,6.53992223808639,1657
1.0,8.361172806413487,-273
16.0,5.71283380888966,666
48.0,3.84096121721878,4534
49.0,7.311001410042829,4540
47.0,5.092328211639333,4380
9.0,5.3472462819262745,-256
5.0,7.28143079691027,78
8.0,9.46844520193417,-5
21.0,6.596699716394875,805
33.0,5.969394164504226,2088
39.0,3.609234829062924,2990
43.0,5.294989651044455,3480
20.0,6.919732846454347,43
45.0,5.3232213407726565,4640
22.0,8.432217926321728,1490
13.0,8.969797114795732,562
39.0,8.189611971211992,2929
11.0,6.681280368259642,481
18.0,3.4514792779097494,126
30.0,3.695496840832261,2079
33.0,4.753517803515884,2023
44.0,2.8662894161222505,3475
3.0,4.913185646165652,369
1.0,3.984386709880684,156
36.0,5.925008214336086,2449
6.0,4.334356132770084,59
37.0,6.412124781383628,2462
29.0,2.8748305998930843,1840
11.0,2.176833307326492,386
13.0,4.43443617208542,452
11.0,6.816065982855038,-399
38.0,5.883661843309957,2962
25.0,5.123994070651646,916
15.0,6.932390908920905,722
13.0,6.291334767394124,322
42.0,8.188395338620875,4189
33.0,4.493424752667465,2013
13.0,6.247066952448569,-80
38.0,7.033782520480692,2637
24.0,4.04359025051215,1157
20.0,6.1223537926512845,477
44.0,7.290419130573872,3160
17.0,5.918737701977089,773
24.0,2.390750191590686,1776
26.0,6.723895725308514,1771
40.0,6.678398263507728,3096
32.0,1.7609669410574411,1877
29.0,5.540128945258088,1669
14.0,6.3948235240709295,738
37.0,7.124227265401151,2569
22.0,4.559541186655078,908
34.0,5.499435954960377,2987
27.0,1.2362979704802752,1500
28.0,7.042835906716299,1998
22.0,3.634418731766379,1068
43.0,6.157751133098966,3687
3.0,2.775789010996962,12
22.0,6.086399187246918,534
48.0,5.402527486812073,4740
21.0,4.6356830408546665,1036
16.0,1.0,189
9.0,3.032191301629928,510
13.0,5.520678761482772,374
10.0,2.6568728099903547,122
49.0,4.699097667567488,5260
21.0,3.699592451411673,444
49.0,7.162801906971341,4940
42.0,1.5763912202198331,3724
40.0,4.003440633229285,3285
7.0,4.620264759121279,-64
46.0,7.485537506547704,4893
22.0,6.026109042258025,1188
18.0,6.907733934450673,374
21.0,4.219308292458003,694
14.0,4.849972513033784,-151
10.0,,0
33.0,5.313808226442672,2801
9.0,6.646461245963335,-260
18.0,6.173138083509669,744
13.0,8.545245195462424,237
17.0,6.962191470770599,678
23.0,5.206343973056031,1172
25.0,3.527249382521549,1305
16.0,6.164680890414968,86
24.0,1.5090303247762318,902
31.0,3.6011514908562736,1801
11.0,5.341574740471301,279
23.0,7.325679645017175,1468
41.0,4.57879403208739,4014
39.0,5.6859790946009205,3009
22.0,3.956689612911269,839
33.0,9.281698752778604,2228
41.0,6.946250240372029,3449
42.0,5.485909825377347,4087
48.0,6.58359403697784,4178
18.0,4.082799043937414,862
14.0,4.243730626756928,740
28.0,6.987739616600894,1297
11.0,6.480211275644407,636
24.0,6.17885505872062,853
36.0,2.5197868765305,2148
19.0,6.377984474307576,656
13.0,6.815062074191007,571
33.0,6.580542676614294,1610
19.0,6.947413991238324,204
47.0,5.730842036616397,4743
32.0,8.075955380713472,2006
15.0,7.593818046784499,567
11.0,5.370103147404048,420
23.0,2.921276725940692,619
5.0,5.658647544734564,-122
22.0,4.889055857799102,958
42.0,7.228049879564949,3264
18.0,3.6225910432669535,531
7.0,2.2558998904145064,378
33.0,1.088356717697378,1561
3.0,7.571368138497807,70
28.0,7.707521144186371,1258
1.0,9.099016554445113,-78
49.0,9.193959719124202,4730
47.0,8.31832824856716,4455
37.0,6.646451098359681,2719
22.0,4.177457348469359,1060
48.0,3.78028535781024,4795
44.0,5.086690942632193,3404
19.0,7.083702085240701,621
14.0,3.027647105516099,157
3.0,2.877649516934069,-501
19.0,6.150974640821536,430
33.0,2.998886700082874,2486
21.0,1.778748614881705,807
1.0,4.739270319215084,158
26.0,6.588492060265312,1485
10.0,3.534094481357796,-70
35.0,2.572013230466631,2613
13.0,2.5598103688932965,8
6.0,5.215141159828842,292
43.0,4.755295929634719,3522
6.0,3.859555385024244,-326
35.0,4.276077120929467,2494
16.0,5.729932122481112,303
41.0,5.07831065325548,3553
8.0,3.7327762845108,343
3.0,7.294202817487305,-874
5.0,7.601220594038505,1087
21.0,3.248446037780698,499
31.0,2.517188218723534,2138
14.0,4.854956585041334,259
37.0,5.925870743043766,2840
19.0,5.019840277418105,537
37.0,9.410319059722436,3185
20.0,5.395985665409587,372
2.0,5.416025214491217,321
7.0,6.138302225028658,-473
33.0,5.392654259096615,2210
42.0,5.36112001563724,3115
6.0,2.112637641360253,287
7.0,4.29481984617719,203
44.0,4.528924807954555,4032
18.0,6.113976319616289,570
43.0,7.68892860577485,3622
29.0,5.495350937470339,1644
19.0,3.898945687721862,372
25.0,2.0868529311373125,2024
4.0,8.532658226547607,-203
13.0,4.236567444210891,220
32.0,6.830690941271747,2148
27.0,5.699864244994801,1326
34.0,7.421240413731189,2401
28.0,1.7551291131551243,1013
9.0,2.7662231003983533,152
8.0,3.3574315457537747,-152
21.0,9.355342042758206,1007
46.0,2.977243696413548,4692
30.0,3.985215603038679,2370
29.0,4.236094450564864,1548
9.0,6.851155391453162,-587
13.0,9.58774035599382,441
18.0,6.924711044934738,540
38.0,4.84307380035404,2609
22.0,1.7033486092679642,1046
31.0,6.618909268940559,1988
35.0,5.713167068466053,2667
42.0,5.619911905879693,3379
42.0,5.514891801463012,3350
10.0,5.908863525118634,14
9.0,8.357737144696314,-37
31.0,1.7128583561762292,2126
44.0,6.342817852404101,3636
40.0,5.801247132706396,2773
24.0,5.966341062580711,1302
41.0,2.742950503180107,3497
49.0,2.7832023837748445,5377
8.0,4.59522351746627,875
20.0,5.9309842213617046,1259
17.0,6.378964179968273,783
,6.158982851875233,0
6.0,7.902155463682661,-152
42.0,5.718044452259544,4198
33.0,4.327437072219245,2297
28.0,9.860151274106007,2008
1.0,5.57182999117501,-11
41.0,5.6314534123448645,3518
35.0,4.0326345504562,2510
24.0,4.780496187474931,953
6.0,4.822467315819345,239
7.0,7.134484585465878,779
9.0,5.53217879112908,7
37.0,6.136684130419959,2678
16.0,2.979478043494812,-37
34.0,4.600764908934124,2499
35.0,8.5255430479604,2633
35.0,5.972589064416564,2623
20.0,4.474009487168465,721
23.0,4.701249727508259,942
42.0,1.4639152927586867,3586
35.0,4.521423658843426,2608
47.0,7.26558263367412,4418
46.0,2.5292872411226006,4091
23.0,6.710440194266075,585
4.0,6.80620547793948,327
10.0,4.840101294379271,243
43.0,5.460693206898404,3275
11.0,7.793344605662487,433
40.0,2.1886516552949744,3400
9.0,,0
40.0,2.813383296692776,2889
12.0,6.780346236160641,605
17.0,2.90431795370085,433
32.0,7.556019833950051,1345
23.0,4.235962205743913,1039
15.0,1.7625094049337768,494
28.0,4.555039394759856,1604
38.0,3.1616872813477648,2675
5.0,7.071455255392834,71
40.0,7.930367527655143,3415
18.0,3.781725224463118,9
21.0,5.855367517915173,1048
15.0,5.802391151184012,708
3.0,3.9800118498316266,-82
46.0,4.841121242899201,3832
26.0,4.0431896108530925,1624
15.0,3.9899376103359847,839
45.0,6.716779451503145,3717
20.0,5.015665985470009,751
21.0,6.709892311092909,590
26.0,8.095082475764677,1169
41.0,5.403961461242743,3351
23.0,2.988476912889275,1338
49.0,5.780619710705562,4989
25.0,5.61464894431512,1295
4.0,4.2115847099184105,697
10.0,6.484921444256037,-187
22.0,4.237691008155149,800
3.0,4.3277249083574425,52
19.0,3.814640326267643,630
31.0,5.397143388924368,1863
9.0,5.4926970730124856,424
29.0,5.59321147723283,1420
37.0,6.5056635181473705,3274
46.0,5.493706993108797,3961
7.0,3.700558347527044,-122
38.0,5.100970856541078,3232
24.0,2.809368766213744,1518
8.0,7.66985693272735,35
34.0,1.7759899198279503,2686
26.0,5.118223566697995,1082
28.0,5.518602119173066,998
28.0,7.121988050097038,1869
46.0,3.69913848794148,3780
7.0,5.91242006807434,97
3.0,1.4486420322281592,590
22.0,6.164139367205609,687
38.0,5.442373644925191,2502
46.0,3.584535357864584,3948
44.0,4.3109575514036536,3506
18.0,5.668785975041546,319
12.0,5.083295816050833,-171
31.0,5.3240218257379945,2216
39.0,5.038373274367304,2540
5.0,5.142114153375834,248
44.0,7.322162212318959,3381
41.0,6.509104540021382,3411
29.0,5.539139722293565,1951
43.0,5.432863462183476,3690
36.0,4.479172856893751,2230
14.0,8.237626278068575,382
44.0,3.777553311325052,3713
18.0,2.0747700303088537,593
7.0,2.907873757885655,-287
,,0
33.0,6.752010124186336,2098
45.0,2.0460756858802105,4280
16.0,7.305556982807911,826
37.0,3.9367029679455694,2845
25.0,1.973681828716148,1154
9.0,4.740970929371151,-66
28.0,,0
9.0,4.232904293593697,264
12.0,9.471602538801069,448
18.0,2.130139250481564,609
27.0,5.488209317832466,1457
26.0,5.948952502599316,939
26.0,6.679281642587972,1398
10.0,6.806970265748327,65
17.0,5.082174861242405,928
32.0,7.431077204437397,2148
24.0,3.754096284594144,1063
43.0,3.8892638149255774,3818
48.0,4.517132159753451,5174
8.0,4.4133902532246125,392
30.0,5.410893068221403,1632
26.0,6.293607786813357,1508
24.0,4.755839441109245,2025
27.0,3.801668864556696,1723
15.0,6.482164712409017,415
28.0,6.11685626620672,1944
11.0,3.539683306209981,-295
39.0,2.115597562458557,2728
2.0,6.7831586315138255,-553
9.0,5.634022622696395,-310
45.0,1.9488212638852267,4055
23.0,6.351685502498216,648
33.0,5.147234705842194,1879
19.0,6.183022980300056,210
13.0,4.512773674890894,480
14.0,3.602544598570171,26
32.0,8.95197540181012,2314
49.0,7.122729611653986,4764
22.0,5.593856066390821,1389
20.0,4.411760584897271,695
33.0,7.9507367939274225,2442
5.0,10.259993477151296,117
20.0,3.571647437627555,984
14.0,5.133485236048086,679
27.0,4.498091667524464,1515
26.0,5.30172953669172,1469
32.0,9.744810389951525,2221
30.0,3.042182475148849,1318
27.0,4.817247761302732,1571
26.0,2.044742907470363,1604
18.0,7.007583134150227,627
45.0,2.9546899951211243,3645
23.0,3.2106880143916285,1210
44.0,5.147729494931221,3454
47.0,2.952274744510296,3915
24.0,5.562253889255593,1504
4.0,7.740215896424679,193
41.0,7.921171241184328,3126
3.0,6.587227223615119,148
43.0,5.462160142249302,3641
30.0,6.137201123045817,2045
47.0,1.1705999174516886,5334
16.0,1.7983823931183651,247
7.0,5.850081921994059,-4
39.0,2.234966930677212,2689
22.0,2.446862266179489,1283
41.0,4.241546963112372,3295
31.0,7.098792972796405,1859
49.0,2.077259688713808,4675
13.0,7.853264794653906,167
41.0,3.1321729574529256,3206
41.0,3.077438241382928,3247
29.0,6.823376971750767,1921
28.0,3.731928757673099,1849
44.0,6.743670368891349,3922
19.0,2.164752387415973,1156
23.0,5.525152226391034,1249
47.0,1.642741778658864,4230
8.0,1.953174674139833,392
25.0,5.800320137773569,1534
38.0,7.0530874073121375,2943
38.0,5.509128478852261,2806
35.0,5.997990985983122,2049
26.0,4.6114333377813175,1213
3.0,4.1178936964336605,-536
2.0,4.387315361409051,-96
5.0,6.555677751916112,67
20.0,4.404311426153073,1128
12.0,4.421426418776832,132
38.0,2.6716184742386075,2965
16.0,7.3179334615896625,858
37.0,5.912552770889001,2399
38.0,7.100180125614928,3061
36.0,4.36511282856136,2096
46.0,7.485224528697184,3950
29.0,2.362241529372149,1425
35.0,2.7395229610535194,2244
49.0,4.39899135404401,4589
37.0,4.398305491575202,2842
21.0,6.227823620831426,823
21.0,5.924892946564636,575
28.0,1.8458981066671705,1113
6.0,4.835641412791262,278
20.0,7.426419490478361,1091
36.0,4.736687937687263,2591
13.0,3.037367744623253,-500
40.0,3.0409132276089617,3049
11.0,4.676474883104357,40
24.0,6.021589460431927,999
19.0,8.961529010846888,1121
23.0,3.0529209412145133,1261
31.0,4.1048082340913705,2162
37.0,7.868788181991371,3060
37.0,5.12516716542882,2622
3.0,9.62261563595364,-78
34.0,5.012499885131873,2340
29.0,6.569879263842471,1514
3.0,3.519437021980907,-157
15.0,1.0,703
7.0,5.014085585869277,275
3.0,2.902363609691044,-605
47.0,2.6778277875664243,4363
43.0,5.895837954665666,4054
16.0,4.851984324216882,749
45.0,5.428461243476141,4085
34.0,1.7123539732921813,2772
20.0,4.00426724487574,680
44.0,7.972907012248408,3805
39.0,2.579482444559819,2425
33.0,3.0730059081122887,2176
14.0,6.961429998368707,957
42.0,5.410706915008132,3527
35.0,5.067417603447671,2516
11.0,5.49977968157701,191
20.0,2.9653258792944843,938
30.0,2.4899792582967635,1603
28.0,1.926851803908153,2103
15.0,7.903751532716674,780
38.0,1.8666368502956536,3101
13.0,5.115061898086537,692
47.0,3.918466877939079,4411
35.0,7.242213542781435,2254
47.0,5.029616576208126,4532
24.0,2.4259644004754426,1512
1.0,5.547792183027245,-80
42.0,5.60768165142917,3442
24.0,3.336894816759574,1189
27.0,4.383889922378533,867
18.0,6.869345642189808,340
26.0,7.664209284937669,1184
29.0,5.077105005905902,2038
8.0,7.639171187948875,254
44.0,5.650328442268244,3560
26.0,4.286483070930222,1456
5.0,5.347294734626916,83
33.0,3.3581614059456504,2026
40.0,3.979044875247272,3017
5.0,6.8108358192590295,764
49.0,1.0,4268
47.0,4.165516182329465,4253
36.0,5.097217949555787,2839
13.0,6.683929288775923,81
17.0,4.475436639691456,416
13.0,6.526667299204672,-14
25.0,5.34004190685234,1328
2.0,2.377142805268196,119
24.0,3.982596962002797,829
36.0,4.845310316814791,3028
25.0,5.539795354075499,964
34.0,4.157781189554024,2451
12.0,3.6010241299713703,-95
19.0,6.145892619038525,891
42.0,4.424824581736728,3685
30.0,5.622479816658143,1584
37.0,6.08920772219013,2854
43.0,7.810304882751588,3806
1.0,5.847796428121439,-64
3.0,6.192683311658497,269
49.0,5.836367330076044,4538
26.0,5.171441129198072,1727
15.0,2.652900053330091,615
46.0,4.184987694991856,3852
47.0,2.4987603310372277,4586
48.0,3.255143810422598,4546
28.0,4.067889017877725,1395
4.0,6.388458642432355,266
19.0,4.229057764853069,1038
24.0,3.307810370660052,455
40.0,4.136303099679519,3186
6.0,7.589344300920965,36
16.0,2.4784824577593776,355
32.0,5.985847601905832,2109
30.0,6.107421317172454,2115
35.0,6.883685456025611,2065
8.0,3.468883157678982,-95
5.0,3.116080221641726,-168
37.0,3.029586202813961,2912
12.0,5.940948462016625,120
25.0,5.067241469976939,1482
33.0,2.926861687529409,2455
39.0,2.790316779899169,2980
24.0,3.6249412183767,1209
11.0,3.908603293096935,203
42.0,3.5106208520952693,4140
35.0,4.9125309941412025,2166
40.0,4.785188146267983,2751
1.0,2.353185313446445,-778
8.0,3.873177433957101,195
,,0
20.0,5.759318203109909,463
32.0,3.3938638078217345,1822
11.0,6.272571433522285,542
7.0,7.207400033401036,349
30.0,4.723636176643713,1730
48.0,7.576923428450449,4476
39.0,6.6983621681917365,2897
13.0,6.132315747805886,448
42.0,3.821098935943658,3642
49.0,1.592676136857022,5041
3.0,2.4711100700128408,223
7.0,2.057579276121448,-136
43.0,6.530253979752913,3736
13.0,4.297242743520002,483
37.0,4.616040522955967,2580
25.0,8.184320028073014,1250
23.0,2.001803229057264,862
47.0,5.991708474856234,4164
33.0,4.407403829074471,1807
5.0,1.199946379685222,-296
32.0,5.483221684637556,1932
30.0,2.761146228887096,1614
,1.0,0
13.0,1.0,118
42.0,3.278238306716112,3482
5.0,3.724108111310735,113
23.0,4.568734569396127,806
1.0,1.0,-112
10.0,3.609540460727096,-610
27.0,5.833342886588747,1782
8.0,5.55788545357239,221
3.0,2.5977322544174686,861
19.0,7.7899053951331,687
2.0,1.9592537105715384,203
49.0,1.419294105080803,5091
31.0,5.178145087893874,1979
48.0,3.1023242477505946,4162
10.0,6.09557144268834,843
16.0,2.9495599432788917,450
37.0,6.003344422640934,2635
20.0,7.947809498677161,849
3.0,6.644280454557542,523
35.0,3.863113330698493,2708
34.0,3.776349835490402,2584
21.0,3.7035973991314775,819
36.0,5.783299913927093,3050
32.0,3.9042287129013338,1981
18.0,3.0479908473886432,238
34.0,5.222982440090581,2294
38.0,7.1309050806897805,2889
3.0,5.540634037050817,-274
3.0,7.5143015040870065,-157
27.0,4.633645700137688,1250
2.0,4.801994209820024,388
3.0,5.369855709275899,-108
17.0,6.900400300424392,773
46.0,5.312418720102594,4459
39.0,2.6327931904289303,3317
38.0,9.036810339059585,3091
40.0,7.969193397976564,3299
19.0,6.1579094121916,7
19.0,3.6087895356843367,187
44.0,4.12183759697811,3617
5.0,6.20999150527614,-124
5.0,3.347722232733796,-148
14.0,4.342974300432103,441
27.0,3.5531643085930087,1502
49.0,5.180582657910765,4358
48.0,5.7802110801287085,4865
36.0,6.484239328184211,2689
40.0,2.6547570921383192,3115
35.0,3.823247188630549,2456
,3.5895984222998107,0
5.0,3.635421492641191,83
24.0,5.152585437023102,1327
39.0,3.725533631149837,2639
24.0,2.5809253050376197,1119
40.0,5.364550105816589,3066
43.0,1.0,3530
46.0,3.8707256258793,4180
13.0,7.138175850486231,424
38.0,7.699783585872818,2954
45.0,6.18887270653104,4152
1.0,4.182854774595662,-718
43.0,6.344567397401855,3801
39.0,9.201667686804768,3218
10.0,5.685788401928612,-146
2.0,6.635034681281361,196
16.0,8.990633255400603,830
37.0,6.2672042433160735,2792
16.0,3.5263900211926917,445
23.0,1.3386285845778914,1057
26.0,6.416960105863366,1059
16.0,3.330260113246424,389
27.0,5.920515439337795,1555
47.0,2.640589550632402,4845
41.0,3.958795313274057,3608
30.0,6.5877578822987415,1239
33.0,1.0,1882
32.0,9.64790504971075,1885
9.0,2.2976810264274063,300
11.0,3.891326674492821,261
37.0,4.467100836773647,3596
6.0,4.400134952016337,270
30.0,3.311003173520853,1939
40.0,8.266072421488698,3376
15.0,3.811993349294182,509
48.0,7.058885209108803,4964
30.0,2.9604154465353663,1734
18.0,1.95067400081119,313
12.0,6.536276720239956,427
4.0,7.450542537695625,355
16.0,5.215337711631947,566
23.0,9.780735934455109,961
11.0,4.557662117474344,1019
24.0,5.472650476053084,789
22.0,3.744665058349349,971
39.0,4.037656867321473,3255
15.0,7.359884157672062,422
49.0,8.222272832947235,4834
15.0,7.158147959400709,368
10.0,3.321426219002598,384
28.0,4.173424548850031,1634
36.0,1.7651375440674384,2696
17.0,8.172005527601819,381
36.0,7.67167436017965,2741
22.0,5.878777246411765,471
23.0,6.295262658028533,1243
29.0,6.238783058579365,2474
22.0,3.228949113062852,1114
11.0,2.8798708488148943,235
36.0,5.416985930980753,2780
44.0,6.374256537492412,3896
29.0,4.846395921697333,2188
42.0,5.809838679066136,3900
32.0,6.666778376983882,1994
14.0,6.879583276667884,113
18.0,2.884624016238888,716
38.0,1.0,2954
37.0,2.7385481511283127,2862
34.0,5.838678546983681,2643
45.0,1.0,4600
23.0,5.169899994137819,952
32.0,6.80743967449152,1640
46.0,5.006738016764981,3926
3.0,6.361546421372768,-183
43.0,3.935390402378618,4020
22.0,5.5891872752908665,427
23.0,4.800508377980717,1105
,3.3167715938154654,0
13.0,2.6045476335063653,284
32.0,1.8970285492881027,1906
29.0,6.880185681303413,1160
40.0,5.7757767804757645,3381
40.0,3.104529101698496,2915
45.0,2.7847204315736334,4132
10.0,5.0368936156402695,764
13.0,5.539341017627482,53
45.0,3.861626629963881,4225
17.0,3.733851000851947,358
38.0,4.89079828688422,2422
2.0,4.83823835016062,495
17.0,3.701826030242129,633
44.0,5.131400606204847,3988
26.0,1.0,930
38.0,5.705226569348104,2680
37.0,6.524374767463489,2600
5.0,4.2606929454754265,33
25.0,7.884007445475936,1512
9.0,3.5436197657700763,308
28.0,5.219101090707103,1433
22.0,3.017840512032306,732
29.0,5.035636762025831,1568
35.0,4.488260479742289,2399
20.0,2.5347776756638294,659
5.0,5.874154984409466,-14
39.0,5.672919899470495,3388
44.0,4.53346055497714,3711
32.0,2.7252323370886216,1787
39.0,6.421014529034806,3152
10.0,5.566796439405481,-24
40.0,8.875902089277904,3137
17.0,2.7076915616386983,195
37.0,5.079379377734764,2767
15.0,9.193352415462916,374
9.0,6.77804530579991,-105
32.0,5.321164552433078,1881
23.0,2.881237560834101,966
11.0,6.581966859038635,805
13.0,4.059294811789955,196
18.0,4.137444514607939,1207
49.0,8.414247001638355,4897
9.0,7.434627010821146,-183
42.0,5.320332704522046,3595
5.0,4.4540394564441295,137
43.0,1.3643008323116428,4037
22.0,5.93100251167419,881
32.0,4.985094240777789,2373
47.0,6.207229851485339,4707
2.0,1.0,-333
21.0,2.901589598106573,552
28.0,3.79809215245073,1056
24.0,5.15873226271963,1430
24.0,4.897085674633158,765
14.0,3.768658219030508,743
37.0,5.23170792857163,3151
27.0,8.169322395485207,2112
24.0,5.427322913462242,1343
6.0,6.316187282139497,305
26.0,4.954486042875188,1344
15.0,4.574288640580025,7
29.0,4.337667440791341,1337
36.0,5.071172696772458,2432
10.0,7.366609366475751,377
28.0,7.365457129629696,1436
9.0,6.838696005544676,0
21.0,5.323556935963534,1407
10.0,6.513562512403882,-15
4.0,4.093395851898673,-320
4.0,7.288968817922068,326
,7.280419224509334,0
26.0,4.798202021460925,1662
40.0,3.3644577539584293,3024
16.0,3.909619210800912,344
8.0,2.167102028917471,581
28.0,4.048063472506267,1471
16.0,2.0467702366933587,574
38.0,3.008839222641342,3347
49.0,5.818464872937092,4598
1.0,3.774290022385485,-191
19.0,2.581270139452465,639
17.0,5.05337799060331,680
49.0,5.188020267673952,4461
28.0,1.6061989977889382,1210
44.0,5.890987791873865,3738
12.0,5.906569142485828,497
6.0,1.8169597236200312,205
7.0,8.878825210887165,-1
8.0,8.71123511427925,296
3.0,7.830301760759099,-332
49.0,3.185224315726809,4823
21.0,1.5106650910581632,878
8.0,2.8459675555332224,526
28.0,6.943296262210123,1686
30.0,5.026363256774512,1202
32.0,6.787636245818974,1673
11.0,6.173673330349961,361
20.0,9.662274045354192,223
16.0,8.653818582773482,499
25.0,5.04930863721853,1092
45.0,6.121402366466457,4039
9.0,2.604257464210325,-35
39.0,2.747350742204816,3312
49.0,8.475800579228117,4690
40.0,3.7500597031349177,3340
40.0,6.816116859996019,3335
3.0,2.455064617353528,-347
16.0,2.722435776264381,599
12.0,9.298065422255496,122
15.0,5.042330858662636,571
4.0,4.765902137237629,-293
23.0,8.289109160233625,968
27.0,4.812674811609419,1577
39.0,4.795367017550211,3142
43.0,5.422971882433499,3425
37.0,5.174957847200407,2826
13.0,5.020936328097395,463
43.0,8.369602134082601,3278
37.0,8.284774626669964,2237
40.0,4.011538225820569,3382
21.0,3.214529560290214,529
29.0,1.0,1712
29.0,3.917429227827052,1635
49.0,3.3237747882304403,4647
11.0,7.554275095136948,715
